prompt_id,source_file,source_group,module_key,task_type,activity_type,prompt_text,expected_text,accepted_answers,difficulty,points,is_active,is_mastery_item,expected_phonemes,initial_phoneme,vowel_phonemes,final_phoneme,phoneme_pattern,skill_tag,error_focus,metadata,item_text_type,phoneme_count,syllable_estimate,has_cmudict_match,cmudict_missing_words,skill_group,target_position,target_phoneme,target_grapheme,word_family,rime_unit,onset_unit,enrichment_warnings,needs_manual_review,difficulty_score,difficulty_level,difficulty_factors,adaptive_bucket,recommended_for_error_type,remediation_priority,practice_role,mastery_candidate,review_candidate,min_required_attempts,cooldown_group,enrichment_status,word_count,sentence_length_bucket,fluency_metric_rule,target_read_time_seconds,min_fluent_time_seconds,max_fluent_time_seconds,target_wcpm,min_expected_wcpm,max_expected_wcpm,pace_feedback_rule,pace_mastery_required
M2-RW030,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Sip,sip,sip,easy,1.0,True,False,S IH P,S,IH,P,CVC,CVC_short_i,vowel_sound,"{""id"":""M2-RW030"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":30,""display_text"":""Sip"",""expected_answer"":""sip"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""sip"",""word_family"":""ip"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""sip"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,IH,S,ip_family,ip,s,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:sip,ok,,,,,,,,,,,
M2-RW031,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Rip,rip,rip,easy,1.0,True,False,R IH P,R,IH,P,CVC,CVC_short_i,vowel_sound,"{""id"":""M2-RW031"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":31,""display_text"":""Rip"",""expected_answer"":""rip"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""rip"",""word_family"":""ip"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""rip"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,IH,R,ip_family,ip,r,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:rip,ok,,,,,,,,,,,
M2-RW032,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Big,big,big,easy,1.0,True,False,B IH G,B,IH,G,CVC,CVC_short_i,vowel_sound,"{""id"":""M2-RW032"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":32,""display_text"":""Big"",""expected_answer"":""big"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""big"",""word_family"":""ig"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""big"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,IH,B,ig_family,ig,b,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:big,ok,,,,,,,,,,,
M2-RW033,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Dig,dig,dig,easy,1.0,True,False,D IH G,D,IH,G,CVC,CVC_short_i,vowel_sound,"{""id"":""M2-RW033"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":33,""display_text"":""Dig"",""expected_answer"":""dig"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""dig"",""word_family"":""ig"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""dig"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,IH,D,ig_family,ig,d,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:dig,ok,,,,,,,,,,,
M2-RW034,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Dog,dog,dog,easy,1.0,True,False,D AO G,D,AO,G,CVC,CVC_short_o,vowel_sound,"{""id"":""M2-RW034"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":34,""display_text"":""Dog"",""expected_answer"":""dog"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""dog"",""word_family"":""og"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""dog"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AO,D,og_family,og,d,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:dog,ok,,,,,,,,,,,
M2-RW035,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Log,log,log,easy,1.0,True,False,L AO G,L,AO,G,CVC,CVC_short_o,vowel_sound,"{""id"":""M2-RW035"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":35,""display_text"":""Log"",""expected_answer"":""log"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""log"",""word_family"":""og"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""log"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AO,L,og_family,og,l,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:log,ok,,,,,,,,,,,
M2-RW036,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Fog,fog,fog,easy,1.0,True,False,F AA G,F,AA,G,CVC,CVC_short_o,vowel_sound,"{""id"":""M2-RW036"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":36,""display_text"":""Fog"",""expected_answer"":""fog"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""fog"",""word_family"":""og"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""fog"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AA,F,og_family,og,f,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:fog,ok,,,,,,,,,,,
M2-RW037,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Hop,hop,hop,easy,1.0,True,False,HH AA P,HH,AA,P,CVC,CVC_short_o,vowel_sound,"{""id"":""M2-RW037"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":37,""display_text"":""Hop"",""expected_answer"":""hop"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""hop"",""word_family"":""op"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""hop"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AA,H,op_family,op,h,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:hop,ok,,,,,,,,,,,
M2-RW038,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Top,top,top,easy,1.0,True,False,T AA P,T,AA,P,CVC,CVC_short_o,vowel_sound,"{""id"":""M2-RW038"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":38,""display_text"":""Top"",""expected_answer"":""top"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""top"",""word_family"":""op"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""top"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AA,T,op_family,op,t,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:top,ok,,,,,,,,,,,
M2-RW039,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Mop,mop,mop,easy,1.0,True,False,M AA P,M,AA,P,CVC,CVC_short_o,vowel_sound,"{""id"":""M2-RW039"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":39,""display_text"":""Mop"",""expected_answer"":""mop"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""mop"",""word_family"":""op"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""mop"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AA,M,op_family,op,m,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:mop,ok,,,,,,,,,,,
M2-RW040,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Pot,pot,pot,easy,1.0,True,False,P AA T,P,AA,T,CVC,CVC_short_o,vowel_sound,"{""id"":""M2-RW040"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":40,""display_text"":""Pot"",""expected_answer"":""pot"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""pot"",""word_family"":""ot"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""pot"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AA,P,ot_family,ot,p,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:pot,ok,,,,,,,,,,,
M2-RW041,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Hot,hot,hot,easy,1.0,True,False,HH AA T,HH,AA,T,CVC,CVC_short_o,vowel_sound,"{""id"":""M2-RW041"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":41,""display_text"":""Hot"",""expected_answer"":""hot"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""hot"",""word_family"":""ot"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""hot"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AA,H,ot_family,ot,h,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:hot,ok,,,,,,,,,,,
M2-RW042,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Sun,sun,sun,easy,1.0,True,False,S AH N,S,AH,N,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW042"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":42,""display_text"":""Sun"",""expected_answer"":""sun"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""sun"",""word_family"":""un"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""sun"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AH,S,un_family,un,s,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:sun,ok,,,,,,,,,,,
M2-RW043,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Run,run,run,easy,1.0,True,False,R AH N,R,AH,N,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW043"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":43,""display_text"":""Run"",""expected_answer"":""run"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""run"",""word_family"":""un"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""run"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AH,R,un_family,un,r,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:run,ok,,,,,,,,,,,
M2-RW044,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Fun,fun,fun,easy,1.0,True,False,F AH N,F,AH,N,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW044"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":44,""display_text"":""Fun"",""expected_answer"":""fun"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""fun"",""word_family"":""un"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""fun"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AH,F,un_family,un,f,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:fun,ok,,,,,,,,,,,
M2-RW045,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,display_word_reading,Cup,cup,cup,easy,1.0,True,False,K AH P,K,AH,P,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW045"",""module_key"":""module_2"",""activity_type"":""display_word_reading"",""sequence"":45,""display_text"":""Cup"",""expected_answer"":""cup"",""lesson_step"":""display_word_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""cup"",""word_family"":""up"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only"",""canonical_target"":""cup"",""display_format"":""display_word"",""highlight_target"":false,""highlighted_word"":null,""target_word_index"":null,""split_word_display"":null,""rhyme_group"":null,""sentence_with_target"":null,""accepted_answer_shape"":""single_word""}",display_word,3,1,True,,word_reading,whole_word,AH,C,up_family,up,c,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:cup,ok,,,,,,,,,,,
